leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
43,382,,UPPER MIOCENE,,269.1,288.2,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
43,382,,MIOCENE,,288.2,316.8,,NO AGE GIVEN,,NO AGE GIVEN,5.0,22.5,13.75,DSDP INITIAL REPORTS
43,382,,LOWER MIOCENE,,316.8,335.8,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
43,382,,UPPER CRETACEOUS,CAMPANIAN,354.8,364.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,65.0,78.0,71.5,DSDP INITIAL REPORTS
43,382,,UPPER CRETACEOUS,LOWER CAMPANIAN,364.4,478.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,65.0,78.0,71.5,DSDP INITIAL REPORTS
43,383,,HOLOCENE,PLEISTOCENE,53.7,63.3,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
43,384,,MIDDLE EOCENE,,50.8,87.7,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
43,384,,LOWER EOCENE,,87.7,98.6,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
43,384,,UPPER PALEOCENE,,98.6,99.6,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
43,384,,LOWER PALEOCENE,,99.6,168.0,,NO AGE GIVEN,,NO AGE GIVEN,60.0,65.0,62.5,DSDP INITIAL REPORTS
43,384,,UPPER CRETACEOUS,MAESTRICHTIAN,168.0,173.6,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
43,384,,MAESTRICHTIAN,,173.6,192.7,,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
43,384,,SANTONIAN,ALBIAN,202.2,211.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,78.0,108.0,93.0,DSDP INITIAL REPORTS
43,384,,LOWER CRETACEOUS,,220.7,239.4,,NO AGE GIVEN,,NO AGE GIVEN,100.0,135.0,117.5,DSDP INITIAL REPORTS
43,384,,LOWER CRETACEOUS,APTIAN,296.2,305.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,100.0,110.0,105.0,DSDP INITIAL REPORTS
43,384,,APTIAN,BARREMIAN,324.3,324.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,108.0,121.0,114.5,DSDP INITIAL REPORTS
43,384,,LOWER CRETACEOUS,,324.8,330.3,,NO AGE GIVEN,,NO AGE GIVEN,100.0,135.0,117.5,DSDP INITIAL REPORTS
43,385,,PLEISTOCENE,,22.3,31.8,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
43,385,,UPPER OLIGOCENE,,60.4,108.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
43,385,,MIDDLE EOCENE,,136.5,146.1,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
43,385,,LOWER EOCENE,,146.1,165.1,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
43,385,,LOWER PALEOCENE,,203.0,212.5,,NO AGE GIVEN,,NO AGE GIVEN,60.0,65.0,62.5,DSDP INITIAL REPORTS
43,385,,UPPER CRETACEOUS,,212.5,222.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,100.0,82.5,DSDP INITIAL REPORTS
43,385,,MAESTRICHTIAN,,231.6,241.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
43,385,,UPPER CRETACEOUS,,269.6,278.9,,NO AGE GIVEN,,NO AGE GIVEN,65.0,100.0,82.5,DSDP INITIAL REPORTS
43,386,,PLEISTOCENE,,52.6,62.1,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
43,386,,UPPER MIOCENE,,100.1,109.6,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
43,386,,LOWER MIOCENE,,147.2,155.9,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
43,386,,UPPER OLIGOCENE,,155.9,166.3,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
43,386,,MIDDLE OLIGOCENE,,166.3,232.9,,NO AGE GIVEN,,NO AGE GIVEN,29.0,32.0,30.5,DSDP INITIAL REPORTS
43,386,,LOWER OLIGOCENE,,251.9,284.9,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
43,386,,UPPER EOCENE,,284.9,290.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
43,386,,UPPER EOCENE,MIDDLE EOCENE,309.0,318.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,37.5,49.0,43.25,DSDP INITIAL REPORTS
43,386,,MIDDLE EOCENE,,328.0,480.3,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
43,386,,LOWER EOCENE,,480.3,606.8,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
43,386,,UPPER PALEOCENE,,606.8,612.9,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
43,386,,MIDDLE PALEOCENE,,632.0,632.5,,NO AGE GIVEN,,NO AGE GIVEN,58.0,60.0,59.0,DSDP INITIAL REPORTS
43,386,,UPPER CRETACEOUS,,632.5,821.9,,NO AGE GIVEN,,NO AGE GIVEN,65.0,100.0,82.5,DSDP INITIAL REPORTS
43,386,,UPPER CRETACEOUS,LOWER CRETACEOUS,821.9,831.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,65.0,135.0,100.0,DSDP INITIAL REPORTS
43,386,,LOWER CRETACEOUS,,831.4,964.2,,NO AGE GIVEN,,NO AGE GIVEN,100.0,135.0,117.5,DSDP INITIAL REPORTS
43,387,,QUATERNARY,,31.8,41.3,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
43,387,,MIDDLE OLIGOCENE,LOWER OLIGOCENE,98.4,108.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,29.0,37.5,33.25,DSDP INITIAL REPORTS
43,387,,UPPER EOCENE,,136.6,146.1,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
43,387,,MIDDLE EOCENE,,146.1,260.1,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
43,387,,MIDDLE EOCENE,LOWER EOCENE,260.1,279.1,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,43.0,53.5,48.25,DSDP INITIAL REPORTS
43,387,,LOWER EOCENE,,288.7,383.8,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
43,387,,LOWER PALEOCENE,,393.3,421.7,,NO AGE GIVEN,,NO AGE GIVEN,60.0,65.0,62.5,DSDP INITIAL REPORTS
43,387,,UPPER CRETACEOUS,,443.8,517.1,,NO AGE GIVEN,,NO AGE GIVEN,65.0,100.0,82.5,DSDP INITIAL REPORTS
43,387,,UPPER CRETACEOUS,LOWER CRETACEOUS,517.1,536.2,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,65.0,135.0,100.0,DSDP INITIAL REPORTS
43,387,,LOWER CRETACEOUS,,536.2,791.9,,NO AGE GIVEN,,NO AGE GIVEN,100.0,135.0,117.5,DSDP INITIAL REPORTS
44,389,,QUATERNARY,,30.0,39.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
44,390,,QUATERNARY,,0.0,1.1,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
44,390,,MIDDLE EOCENE,,1.1,9.5,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
44,390,,UPPER MAESTRICHTIAN ,,123.5,133.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,67.5,66.25,DSDP INITIAL REPORTS
44,390,,LOWER MAESTRICHTIAN ,LOWER ALBIAN,133.0,142.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,67.5,108.0,87.75,DSDP INITIAL REPORTS
44,390,,MIDDLE ALBIAN,LOWER ALBIAN,142.5,152.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,104.0,108.0,106.0,DSDP INITIAL REPORTS
44,390,,UPPER APTIAN,,152.0,155.0,,NO AGE GIVEN,,NO AGE GIVEN,108.0,112.0,110.0,DSDP INITIAL REPORTS
44,390,,LOWER APTIAN,BARREMIAN,155.0,161.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,112.0,121.0,116.5,DSDP INITIAL REPORTS
44,390,,APTIAN,BARREMIAN,161.5,171.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,108.0,121.0,114.5,DSDP INITIAL REPORTS
44,390,,QUATERNARY,,0.0,1.1,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
44,390,,MIDDLE EOCENE,,1.1,9.5,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
44,390,,UPPER MAESTRICHTIAN ,,123.5,133.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,67.5,66.25,DSDP INITIAL REPORTS
44,390,,LOWER MAESTRICHTIAN ,LOWER ALBIAN,133.0,142.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,67.5,108.0,87.75,DSDP INITIAL REPORTS
44,390,,MIDDLE ALBIAN,LOWER ALBIAN,142.5,152.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,104.0,108.0,106.0,DSDP INITIAL REPORTS
44,390,,UPPER APTIAN,,152.0,155.0,,NO AGE GIVEN,,NO AGE GIVEN,108.0,112.0,110.0,DSDP INITIAL REPORTS
44,390,,LOWER APTIAN,BARREMIAN,155.0,161.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,112.0,121.0,116.5,DSDP INITIAL REPORTS
44,390,,APTIAN,BARREMIAN,161.5,171.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,108.0,121.0,114.5,DSDP INITIAL REPORTS
44,391,,HOLOCENE,UPPER PLEISTOCENE,0.0,4.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
44,391,,HOLOCENE,UPPER PLEISTOCENE,0.0,4.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
44,391,,HOLOCENE,UPPER PLEISTOCENE,0.0,4.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
44,391,,HOLOCENE,UPPER PLEISTOCENE,0.0,4.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
44,392,,QUATERNARY,,57.0,59.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
44,392,,QUATERNARY,,57.0,59.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
44,393,,QUATERNARY,,0.0,8.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
44,393,,QUATERNARY,,0.0,8.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
45,395,,PLEISTOCENE,,0.0,12.2,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
45,395,,PLIOCENE,,12.2,83.7,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
45,395,,UPPER MIOCENE,,83.7,93.2,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
45,395,,PLEISTOCENE,,0.0,12.2,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
45,395,,PLIOCENE,,12.2,83.7,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
45,395,,UPPER MIOCENE,,83.7,93.2,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
45,396,,PLEISTOCENE,,0.5,23.8,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
45,396,,PLIOCENE,,33.1,120.2,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
45,396,,MIDDLE MIOCENE,,120.2,126.7,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
47,397,,HOLOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,0.011,0.0055,DSDP INITIAL REPORTS
47,397,,QUATERNARY,,9.0,132.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
47,397,,QUATERNARY,UPPER PLIOCENE,132.5,142.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,3.4,1.7,DSDP INITIAL REPORTS
47,397,,UPPER PLIOCENE,,142.0,265.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
47,397,,LOWER PLIOCENE,,265.5,398.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
47,397,,LOWER PLIOCENE,UPPER MIOCENE,398.5,408.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
47,397,,UPPER MIOCENE,,408.0,541.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
47,397,,UPPER MIOCENE,MIDDLE MIOCENE,541.0,560.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
47,397,,UPPER MIOCENE,,560.0,569.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
47,397,,UPPER MIOCENE,MIDDLE MIOCENE,569.5,588.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
47,397,,UPPER MIOCENE,,588.5,674.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
47,397,,MIDDLE MIOCENE,,674.0,854.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
47,397,,LOWER MIOCENE,,854.5,997.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
47,397,,HOLOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,0.011,0.0055,DSDP INITIAL REPORTS
47,397,,QUATERNARY,,9.0,132.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
47,397,,QUATERNARY,UPPER PLIOCENE,132.5,142.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,3.4,1.7,DSDP INITIAL REPORTS
47,397,,UPPER PLIOCENE,,142.0,265.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
47,397,,LOWER PLIOCENE,,265.5,398.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
47,397,,LOWER PLIOCENE,UPPER MIOCENE,398.5,408.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
47,397,,UPPER MIOCENE,,408.0,541.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
47,397,,UPPER MIOCENE,MIDDLE MIOCENE,541.0,560.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
47,397,,UPPER MIOCENE,,560.0,569.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
47,397,,UPPER MIOCENE,MIDDLE MIOCENE,569.5,588.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
47,397,,UPPER MIOCENE,,588.5,674.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
47,397,,MIDDLE MIOCENE,,674.0,854.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
47,397,,LOWER MIOCENE,,854.5,997.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
47,398,,PLEISTOCENE,,15.5,44.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
47,398,,PLEISTOCENE,PLIOCENE,120.0,126.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
47,398,,PLEISTOCENE,,15.5,44.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
47,398,,PLEISTOCENE,PLIOCENE,120.0,126.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
47,398,,PLEISTOCENE,,15.5,44.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
47,398,,PLEISTOCENE,PLIOCENE,120.0,126.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
47,398,,PLEISTOCENE,,15.5,44.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
47,398,,PLEISTOCENE,PLIOCENE,120.0,126.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
47,398,,PLEISTOCENE,,15.5,44.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
47,398,,PLEISTOCENE,PLIOCENE,120.0,126.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
48,399,,PLEISTOCENE,,0.0,72.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
48,400,,HOLOCENE,PLEISTOCENE,0.0,9.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
48,400,,HOLOCENE,PLEISTOCENE,0.0,9.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
48,401,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
48,401,,UPPER EOCENE,,84.5,113.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
48,401,,MIDDLE EOCENE,,113.0,172.3,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
48,401,,LOWER EOCENE,,172.3,195.4,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
48,401,,UPPER PALEOCENE,,195.4,220.3,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
48,401,,LOWER PALEOCENE,,220.3,236.5,,NO AGE GIVEN,,NO AGE GIVEN,60.0,65.0,62.5,DSDP INITIAL REPORTS
48,401,,MAESTRICHTIAN,,236.5,238.5,,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
48,401,,UPPER CAMPANIAN,,238.5,246.0,,NO AGE GIVEN,,NO AGE GIVEN,70.0,74.0,72.0,DSDP INITIAL REPORTS
48,401,,CAMPANIAN,LOWER CRETACEOUS,246.0,255.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,70.0,135.0,102.5,DSDP INITIAL REPORTS
48,401,,LOWER CRETACEOUS,UPPER JURASSIC,255.5,274.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,100.0,149.0,124.5,DSDP INITIAL REPORTS
48,401,,UPPER JURASSIC,,274.5,303.0,,NO AGE GIVEN,,NO AGE GIVEN,135.0,149.0,142.0,DSDP INITIAL REPORTS
48,402,,PLEISTOCENE,,0.0,89.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
48,402,,UPPER EOCENE,,118.0,137.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
48,402,,PLEISTOCENE,,0.0,89.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
48,402,,UPPER EOCENE,,118.0,137.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
48,403,,PLEISTOCENE,,0.0,23.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
48,403,,PLEISTOCENE,UPPER PLIOCENE,23.5,33.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,3.4,1.706,DSDP INITIAL REPORTS
48,403,,UPPER PLIOCENE,,33.0,42.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
48,403,,LOWER PLIOCENE,,42.5,71.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
48,403,,UPPER MIOCENE,,71.0,223.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
48,403,,UPPER OLIGOCENE,,223.0,232.5,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
48,403,,MIDDLE OLIGOCENE,,232.5,236.4,,NO AGE GIVEN,,NO AGE GIVEN,29.0,32.0,30.5,DSDP INITIAL REPORTS
48,403,,MIDDLE EOCENE,,236.4,251.5,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
48,403,,LOWER EOCENE,,251.5,384.5,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
48,404,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
48,404,,UPPER PLIOCENE,,21.5,28.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
48,404,,LOWER PLIOCENE,,104.0,135.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
48,404,,UPPER MIOCENE,,170.5,199.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
48,404,,MIDDLE EOCENE,,199.0,201.4,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
48,404,,LOWER EOCENE,,201.4,360.5,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
48,405,,PLEISTOCENE,,0.0,46.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
48,405,,LOWER PLIOCENE,UPPER MIOCENE,46.0,55.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
48,405,,UPPER MIOCENE,,55.5,65.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
48,405,,MIDDLE EOCENE,,65.0,103.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
48,405,,LOWER EOCENE,,103.0,407.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
48,406,,PLEISTOCENE,,0.0,71.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
48,406,,LOWER PLIOCENE,,138.0,223.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
48,406,,UPPER MIOCENE,,318.5,480.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
48,406,,MIDDLE MIOCENE,,480.0,558.1,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
48,406,,LOWER MIOCENE,,558.1,594.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
48,406,,UPPER OLIGOCENE,,594.0,632.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
48,406,,UPPER OLIGOCENE,MIDDLE OLIGOCENE,632.0,641.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,22.5,32.0,27.25,DSDP INITIAL REPORTS
48,406,,MIDDLE OLIGOCENE,,641.5,671.2,,NO AGE GIVEN,,NO AGE GIVEN,29.0,32.0,30.5,DSDP INITIAL REPORTS
48,406,,UPPER EOCENE,,671.2,765.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
48,406,,MIDDLE EOCENE,,765.0,831.5,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
49,407,,QUATERNARY,,0.0,44.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
49,407,,PLIOCENE,,44.0,53.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
