Exp,Site,Hole,Latitude,Longitude,Water depth (m),Penetration DSF (m),Cored interval (m),Recovered length (m),Recovery (%),Drilled interval (m),Drilled interval (no.),Total cores (no.),APC cores (no.),HLAPC cores (no.),XCB cores (no.),RCB cores (no.),Other cores (no.),Date started (UTC),Date finished (UTC),Time on hole (days),Comments,
346,U1423,B,41 41.9575 N,139 04.9800 E,1785.44,249.1,249.1,250,100.36,,0,28,28,0,0,0,0,8/22/13 14:55,8/23/13 20:15,1.22,Bit @ 1791.4 mbrf,
346,U1423,C,41 41.9511 N,139 04.9804 E,1785.22,180.5,57,59.07,103.63,123.5,3,6,6,0,0,0,0,8/23/13 20:15,8/24/13 12:36,0.68,Used sea floor depth from A hole,
346,U1424,A,40 11.4001 N,138 13.9003 E,2807.32,158.8,158.8,160.99,101.38,,0,17,17,0,0,0,0,8/24/13 12:36,8/25/13 21:45,1.38,Bit @ 2816.0 mbrf,
346,U1424,B,40 11.4076 N,138 13.8997 E,2808.4,154.7,154.7,155.34,100.41,,0,17,17,0,0,0,0,8/25/13 21:45,8/26/13 11:35,0.58,Bit @ 2813.0 mbrf,
346,U1424,C,40 11.3914 N,138 13.8998 E,2807.19,63.9,63.9,64.35,100.7,,0,7,7,0,0,0,0,8/26/13 11:35,8/26/13 23:54,0.51,Bit @ 2816.0 mbrf,
346,U1425,A,39 29.4396 N,134 26.5505 E,1912.99,9.5,9.5,9.81,103.26,,0,1,1,0,0,0,0,8/27/13 17:30,8/28/13 0:30,0.29,Full core recovered with bit at 1911.4 mbrf,
346,U1425,B,39 29.4476 N,134 26.5502 E,1907.69,407.2,407.2,397.25,97.56,,0,61,51,0,10,0,0,8/28/13 0:30,8/30/13 17:00,2.69,Offset ship 15m N and Place bit @ 1918.4 mbrf,
346,U1425,C,39 29.4311 N,134 26.5501 E,1907.48,25,25,23.21,92.84,,0,3,3,0,0,0,0,8/30/13 17:00,8/30/13 20:40,0.15,Offset ship 15m N and Place bit @ 1915.4 mbrf,
346,U1425,D,39 29.4392 N,134 26.5395 E,1908.18,431,427,417.49,97.77,4,2,70,66,0,4,0,0,8/30/13 20:40,9/2/13 8:12,2.48,Offset ship 15m N and Place bit @ 1915.4 mbrf,
346,U1425,E,39 29.4392 N,134 26.5607 E,1908.6,113.1,113.1,107.75,95.27,,0,13,13,0,0,0,0,9/24/13 5:30,9/25/13 1:12,0.82,Offset ship 15m N and Place bit @ 1916.4 mbrf,
346,U1426,A,37 1.9996 N,134 47.9999 E,902.98,396.7,396.7,418.78,105.57,,0,59,58,0,1,0,0,9/2/13 21:36,9/4/13 14:30,1.7,Spud with bit at 907.4 mbrf.,
346,U1426,B,37 2.0088 N,134 48.0005 E,902.24,34.7,34.7,35.82,103.23,,0,4,4,0,0,0,0,9/4/13 14:30,9/4/13 17:30,0.13,Spud with bit at 910.4 mbrf.,
346,U1426,C,37 1.9912 N,134 47.9997 E,902.94,206,204,211.89,103.87,2,1,23,22,0,1,0,0,9/4/13 17:30,9/5/13 5:25,0.5,Spud with bit at 911.4 mbrf.,
346,U1426,D,37 1.9996 N,134 47.9907 E,902.64,99.4,99.4,103.71,104.34,,0,11,11,0,0,0,0,9/5/13 5:25,9/5/13 14:42,0.39,Spud with bit at 909.4 mbrf.,
346,U1427,A,35 57.9200 N,134 26.0604 E,339.36,548.6,548.6,542.59,98.9,,0,87,81,0,6,0,0,9/5/13 20:42,9/9/13 5:20,3.36,Spud with bit @ 329.4 mbrf,
346,U1427,B,35 57.9276 N,134 26.0600 E,325.58,405.6,400.6,422.41,105.44,5,4,61,61,0,0,0,0,9/9/13 5:20,9/10/13 17:30,1.51,Spud with bit @ 332.4 mbrf,
346,U1427,C,35 57.9109 N,134 26.0600 E,325.89,351.1,351.1,367.77,104.75,,0,52,52,0,0,0,0,9/21/13 23:30,9/23/13 10:00,1.44,Spud with bit @ 336.0 mbrf,
346,U1428,A,31 40.6391 N,129 02.0003 E,723.86,211.5,173.9,178.86,102.85,37.6,6,26,26,0,0,0,0,9/11/13 20:00,9/13/13 1:24,1.23,Tag depth 735.3; APC calc 735.4 mbsf,
346,U1428,B,31 40.6483 N,129 02.0004 E,724.1,143.3,143.3,145.85,101.78,,0,16,16,0,0,0,0,9/15/13 4:30,9/15/13 19:18,0.62,Tag depth 735.3; APC calc 728.8 mbsf,
346,U1429,A,31 37.0388 N,128 59.8509 E,732.14,188.3,184.2,190.29,103.31,4.1,2,21,21,0,0,0,0,9/13/13 3:00,9/14/13 0:00,0.88,Spud with bit at 740.6 mbrf,
346,U1429,B,31 37.0469 N,128 59.8512 E,731.64,186.2,186.2,200.92,107.91,,0,22,22,0,0,0,0,9/14/13 0:00,9/14/13 13:10,0.55,Spud with bit at 736.6 mbrf,
346,U1429,C,31 37.0315 N,128 59.8503 E,732.44,179.2,174.3,180.7,103.67,4.9,2,22,22,0,0,0,0,9/14/13 13:10,9/15/13 3:42,0.61,Spud with bit at 738.6 mbrf,
346,U1430,A,37 54.1595 N,131 32.2499 E,1071.99,274.4,274.4,258.24,94.11,,0,32,29,0,3,0,0,9/17/13 15:18,9/18/13 17:20,1.08,Spud with bit at 1077.7 mbrf,
346,U1430,B,37 54.1670 N,131 32.2501 E,1071.3,275,275,259.71,94.44,,0,37,29,0,8,0,0,9/18/13 17:20,9/20/13 6:50,1.56,Offset 15m N; Spud with bit at 1081.7 mbrf,
346,U1430,C,37 54.1511 N,131 32.2497 E,1072.8,250,250,257.02,102.81,,0,34,33,0,1,0,0,9/20/13 6:50,9/21/13 6:18,0.98,Offset 15m S; Spud with bit at 1079.7 mbrf,
349,U1431,A,15 22.5491 N,117 00.0009 E,4237.26,28.4,28.4,28.39,99.96,,0,3,3,0,0,0,0,1/30/14 22:40,1/31/14 19:45,0.88,,
349,U1431,B,15 22.5480 N,117 00.0125 E,4236.66,17,17,17.16,100.94,,0,2,2,0,0,0,0,1/31/14 19:45,1/31/14 22:20,0.11,,
349,U1431,C,15 22.5371 N,117 00.0108 E,4239.46,14.2,14.2,14.45,101.76,,0,2,2,0,0,0,0,1/31/14 22:20,2/1/14 0:52,0.11,Split liner on mud line core,
349,U1431,D,15 22.5379 N,117 00.0022 E,4240.46,617,617,402.11,65.17,,0,67,19,0,48,0,0,2/1/14 0:52,2/6/14 6:15,5.22,,
349,U1431,E,15 22.5380 N,116 59.9903 E,4240.34,1008.8,443.5,242.35,54.64,565.3,2,47,0,0,0,47,1,2/6/14 6:15,2/15/14 22:00,9.66,,
349,U1432,A,18 21.1051 N,116 23.4504 E,3829,62,,,0,62,1,0,0,0,0,0,0,2/16/14 15:30,2/17/14 18:05,1.11,Jet-in test,
349,U1432,B,18 21.1062 N,116 23.4512 E,3828.98,800,,,0,800,4,0,0,0,0,0,0,2/17/14 18:05,3/6/14 12:36,16.77,Jet-in 20in casing,
349,U1432,C,18 21.0831 N,116 23.4504 E,3829.04,110,110,88.74,80.67,,0,12,12,0,0,0,0,2/21/14 8:20,2/22/14 23:35,1.64,APC/XCB coring,
349,U1433,A,12 55.1380 N,115 2.8345 E,4379.35,188.3,188.3,168.79,89.64,,0,20,20,0,0,0,0,3/7/14 18:30,3/10/14 7:25,2.54,,
349,U1433,B,12 55.1313 N,115 2.8484 E,4379.33,858.5,672.4,443.04,65.89,186.1,1,74,0,0,0,74,0,3/10/14 19:25,3/19/14 15:00,8.82,,
349,U1434,A,13 11.5080 N,114 55.4005 E,4009,312.5,115.5,26.43,22.88,197,1,14,0,0,0,14,0,3/19/14 16:48,3/22/14 15:48,2.96,,
349,U1435,A,18 33.3466 N,116 36.6174 E,3252.46,300,300,171.37,57.12,,0,32,0,0,0,32,0,3/24/14 7:24,3/27/14 11:00,3.15,,
350,U1436,A,32 23.8834 N,140 21.9284 E,1775,150,150,71.64,47.76,,0,21,9,3,9,0,0,4/8/14 3:30,4/10/14 3:45,2.01,,
350,U1436,B,32 23.8960 N,140 21.9293  E,1773.91,61.8,61.8,61.79,99.98,,0,14,14,0,0,0,0,5/25/14 7:18,5/26/14 5:25,0.92,New Bit,
350,U1436,C,32 23.8734 N,140 21.9298  E,1774.51,70.4,70.4,70.38,99.97,,0,18,7,11,0,0,0,5/26/14 5:25,5/27/14 3:55,0.94,,
350,U1436,D,32 23.8849 N,140 21.9419 E,1774.51,62,22,22.07,100.32,40,1,8,0,8,0,0,0,5/27/14 3:55,5/28/14 0:00,0.84,,
350,U1437,A,31 47.39 N,139 01.58 E,2115.78,25,,,0,25,1,0,0,0,0,0,0,4/10/14 12:06,4/11/14 1:35,0.56,Jet in test to 25 mbsf,
350,U1437,B,31 47.3911 N,139 01.5788 E,2116.08,439.1,439.1,242.63,55.26,,0,55,10,14,31,0,0,4/11/14 1:35,4/13/14 21:45,2.84,TD 439.1 mbsf,
350,U1437,C,31 47.3814 N,139 01.5794 E,2115.99,309.7,,,0,309.7,1,0,0,0,0,0,0,4/13/14 21:45,4/15/14 4:05,1.26,Left in hole,
350,U1437,D,31 47.3872 N,139 01.5730 E,2115.99,1104.6,677.4,503.85,74.38,427.2,1,72,0,0,0,72,0,4/15/14 4:05,4/26/14 11:40,11.32,,
350,U1437,E,31 47.3879 N,139 01.5914 E,2115.85,1806.5,702.5,387.45,55.15,1104,3,76,0,0,0,76,0,4/26/14 11:40,5/24/14 23:00,28.47,,
351,U1438,A,27 23.0108 N,134 19.1020 E,4700.18,26.5,26.5,24.9,93.96,,0,3,3,0,0,0,0,6/7/14 5:45,6/8/14 5:00,0.97,Observed tag depth = APC calculated,
351,U1438,B,27 23.0111 N,134 19.1087 E,4700.48,257.3,257.3,227.04,88.24,,0,30,19,3,8,0,0,6/8/14 5:00,6/9/14 20:25,1.64,Offset 10m east of Hole A,
351,U1438,C,27 22.9963 N,134 19.0883 E,4700.18,65,,,0,65,1,0,0,0,0,0,0,6/9/14 20:25,6/10/14 15:00,0.77,Offset 10m west of Hole A for jet-in test,
351,U1438,D,27 23.0218 N,134 19.1023 E,4700.16,897.8,678.8,523.17,77.07,219,1,71,0,0,0,71,0,6/10/14 15:00,6/20/14 2:30,9.48,Offset 20m north of Hole A for RCB pilot,
351,U1438,E,27 23.0153 N,134 19.0898 E,4700.05,1611,743.7,450.73,60.61,867.3,3,85,0,0,0,85,0,6/20/14 2:30,7/22/14 14:15,32.49,Offset 10m south of Hole A for reentry installation,
351,U1438,F,27 23.0167 N,134 19.0905 E,4699.94,700,,,0,700,1,0,0,0,0,0,0,7/22/14 14:15,7/27/14 16:15,5.08,Offset 10m north & 20m west of Hole A,
352,U1439,A,28 24.4487 N,142 36.5120 E,3128.12,199.4,199.4,170.66,85.59,,0,23,10,0,13,0,0,8/5/14 18:24,8/8/14 6:20,2.5,,
352,U1439,B,28 24.4478 N,142 36.5244 E,3128.15,42.2,,,0,42.2,1,0,0,0,0,0,0,8/8/14 6:20,8/8/14 11:35,0.22,Jet-In Test,
352,U1439,C,28 24.4491 N,142 36.5368 E,3129.22,544.3,362.3,107.84,29.77,182,1,42,0,0,0,42,3,8/26/14 3:10,9/11/14 2:05,15.95,,
352,U1440,A,28 26.9890 N,142 45.2243 E,4775.17,106.1,106.1,96.58,91.03,,0,14,12,0,2,0,0,8/8/14 21:30,8/10/14 22:35,2.05,,
352,U1440,B,28 26.9976 N,142 45.2244 E,4775.15,383.6,281.3,34.71,12.34,102.3,1,36,0,0,0,36,1,8/10/14 22:35,8/26/14 3:10,15.19,,
352,U1441,A,28 25.6379 N,142 43.5390 E,4446.88,205.7,205.7,50.74,24.67,,0,22,0,0,0,22,0,9/11/14 2:05,9/14/14 5:50,3.16,,
352,U1442,A,28 24.5784 N,142 37.3368 E,3162.03,529.8,529.8,100.68,19,,0,57,0,0,0,57,0,9/14/14 5:50,9/24/14 1:30,9.82,,
353,U1443,A,05 23.0098 N,90 21.7100 E,2929.45,344,344,326.8,95,,0,48,15,14,19,0,0,12/7/14 13:00,12/10/14 18:25,3.23,First core barrel broken attempting to spud,
353,U1443,B,05 23.0180 N,90 21.7091 E,2924.81,326.4,326.4,308.51,94.52,,0,40,18,10,12,0,0,12/10/14 18:25,12/12/14 15:10,1.86,,
353,U1443,C,05 23.0078 N,90 21.6984 E,2924.7,209.4,207.9,182.87,87.96,1.5,2,28,20,8,0,0,0,12/12/14 15:10,12/14/14 5:15,1.59,3 core barrels broken attempting to spud hole,
353,U1443,D,05 22.9991 N,90 21.6992 E,2924.58,8.2,8.2,7.48,91.22,,0,2,0,2,0,0,0,12/14/14 5:15,12/14/14 15:00,0.41,,
353,U1444,A,14 00.005697 N,84 49.740478 E,3132.7,330.6,330.6,226.05,68.38,,0,37,13,1,23,0,0,12/23/14 23:15,12/26/14 22:00,2.95,,
353,U1444,B,13 59.99399 N,84 49.741216 E,3131.76,128.6,81.1,74.16,91.44,47.5,1,9,5,0,4,0,0,12/26/14 22:00,12/27/14 20:45,0.95,,
353,U1445,A,17 44.7210 N,84 47.2504 E,2502.26,672.6,672.6,666.4,99.08,,0,77,24,0,53,0,0,12/31/14 11:42,1/6/15 23:11,6.48,,
353,U1445,B,17 44.7098 N,84 47.2498 E,2503.58,33,33,33.36,101.09,,0,4,4,0,0,0,0,1/6/15 23:11,1/7/15 5:20,0.26,,
353,U1445,C,17 44.7095 N,84 47.2387 E,2502.58,305.2,305.2,305.6,100.13,,0,36,24,0,12,0,0,1/7/15 5:20,1/9/15 21:48,2.69,,
353,U1446,A,19 05.0090 N,85 44.0894 E,1430.21,180,180,186.63,103.68,,0,21,18,3,0,0,0,1/10/15 8:14,1/11/15 13:05,1.2,,
353,U1446,B,19 05.0085 N,85 44.0786 E,1429.34518,27.1,27.1,27.2,100.37,,0,3,3,0,0,0,0,1/11/15 13:05,1/11/15 15:25,0.1,,
353,U1446,C,19 05.0215 N,85 44.0780 E,1430.04,182,182,180.55,99.2,,0,23,16,7,0,0,0,1/11/15 15:25,1/12/15 16:00,1.02,,
353,U1447,A,10 47.4061 N,92 59.9999 E,1390.93,738,738,732.96,99.32,,0,88,29,15,44,0,0,1/15/15 6:30,1/20/15 11:05,5.19,,
353,U1447,B,10 47.3945 N,93 00.0028 E,1391.75,24.4,24.4,24.26,99.43,,0,3,3,0,0,0,0,1/20/15 11:05,1/20/15 14:20,0.14,,
353,U1447,C,10 47.3952 N,93 00.0114 E,1392.2526,160.9,158.9,158.32,99.63,2,1,17,17,0,0,0,0,1/20/15 14:20,1/21/15 9:35,0.8,,
353,U1448,A,10 38.0315 N,93 00.0036 E,1098.3465,421,421,434.82,103.28,,0,60,23,29,8,0,0,1/21/15 10:45,1/23/15 10:30,1.99,,
353,U1448,B,10 38.0202 N,93 00.0032 E,1096.51,358.6,357.1,369.38,103.44,1.5,1,57,19,38,0,0,0,1/23/15 10:30,1/24/15 22:30,1.5,,
353,U1448,C,10 38.0830 N,93 00.0233 E,1096.79,34.3,34.3,34.77,101.37,,0,4,4,0,0,0,0,1/24/15 22:30,1/25/15 7:20,0.37,,
354,U1449,A,08 00.4194 N,088 06.5994 E,3652.66,213.5,212.5,129.38,60.88,1,1,37,11,17,9,0,0,2/7/15 0:23,2/9/15 22:25,2.92,,
354,U1449,B,08 00.4206 N,088 06.6091 E,3651.93,7.9,7.9,7.91,100.13,,0,1,1,0,0,0,0,2/9/15 22:25,2/10/15 9:30,0.46,,
354,U1450,A,08 00.4201 N,087 40.2478 E,3655.32,687.4,444.7,282.73,63.58,242.7,51,86,5,71,10,0,0,2/10/15 12:30,2/16/15 22:18,6.41,,
354,U1450,B,08 00.4192 N,087 40.2586 E,3655.35,811.9,203.9,46.67,22.89,608,1,21,0,0,0,21,0,3/7/15 8:15,3/11/15 8:30,4.01,,
354,U1451,A,08 00.4195 N,88 44.5012 E,3607.28,582.1,394.9,337.8,85.54,187.2,39,72,18,53,1,0,0,2/17/15 4:40,2/22/15 0:00,4.81,,
354,U1451,B,08 00.4203 N,88 44.4745 E,3607.21,1181.3,627.6,180.86,28.82,553.7,4,70,0,0,11,59,0,2/22/15 0:00,3/7/15 2:00,13.08,Bit and BHA for RCB coring assembly,
354,U1452,A,08 00.4196 N,87 10.9001 E,3670.5,8,8,8.03,100.37,,0,1,1,0,0,0,0,3/11/15 1:00,3/12/15 0:15,0.97,,
354,U1452,B,08 00.4191 N,087 10.9128 E,3670.3,217.7,174.5,138.21,79.2,43.2,9,34,5,29,0,0,0,3/12/15 0:15,3/13/15 18:30,1.76,,
354,U1452,C,08 00.4088 N,87 10.9116 E,3671.48,41.3,41.3,33.3,80.63,,0,6,5,0,1,0,0,3/13/15 18:30,3/14/15 13:00,0.77,,
354,U1453,A,08 00.4193 N,86 47.4973 E,3679.48,215.7,186.7,164.78,88.26,29,6,37,5,32,0,0,0,3/14/15 15:45,3/18/15 5:30,3.57,,
354,U1454,A,08 00.4067 N,85 50.9882 E,3709.92,7.5,7.5,7.54,100.53,,0,1,1,0,0,0,0,3/18/15 11:06,3/18/15 20:00,0.37,,
354,U1454,B,08 00.4083 N,85 51.0025 E,3710.32,161.8,147.4,129.51,87.86,14.4,3,29,4,25,0,0,0,3/18/15 20:00,3/20/15 9:30,1.56,,
354,U1454,C,08 00.3968 N,85 51.0033 E,3710.33,37.2,37.2,29.89,80.35,,0,6,3,3,0,0,0,3/20/15 9:30,3/20/15 17:30,0.33,,
354,U1454,D,08 00.3975 N,85 50.9927 E,3710.72,37.1,37.1,24.46,65.93,,0,5,3,2,0,0,0,3/20/15 17:30,3/21/15 5:36,0.5,,
354,U1455,A,08 00.4186 N,86 16.9983 E,3732.5,0.9,0.9,0.9,100,,0,1,1,0,0,0,0,3/21/15 10:40,3/21/15 19:30,0.37,,
354,U1455,B,08 00.4198 N,86 17.0096 E,3733,6.9,6.9,6.88,99.71,,0,1,1,0,0,0,0,3/21/15 19:30,3/21/15 21:00,0.06,,
354,U1455,C,08 00.4081 N,86 17.0090 E,3732.5,949,350.7,198.02,56.46,598.3,6,54,3,33,0,18,0,3/21/15 21:00,3/29/15 0:36,7.15,,
355,U1456,A,16 37.2855 N,68 50.3272 E,3639.23,426.6,426.6,365.25,85.62,,0,74,16,54,4,0,0,4/9/15 5:25,4/13/15 12:35,4.3,Offset hole 15m west of site coordinates,
355,U1456,B,16 37.2851 N,68 50.3454 E,3645.04,29.1,29.1,28.79,98.93,,0,4,4,0,0,0,0,4/13/15 12:35,4/13/15 18:25,0.24,Offset hole 15m east of site coordinates; inaccurate sea floor due to soupy core lost from barrel,
355,U1456,C,16 37.2940 N,68 50.3366 E,3638.44,465.2,275.3,215,78.1,189.9,4,42,15,18,9,0,0,4/13/15 18:25,4/18/15 20:50,5.1,Offset hole 15m north of site coordinates,
355,U1456,D,16 37.2766 N,068 50.3365 E,3637.1,1024.4,565.6,319.18,56.43,458.8,1,60,0,0,0,60,0,4/18/15 20:50,5/3/15 16:30,14.82,"Offset hole 15m south of site coordinates, observed tag of sea floor",
355,U1456,E,16 37.2857 N,068 50.3541 E,3636.93,1109.4,139.4,82.45,59.15,970,2,17,0,0,0,17,0,5/3/15 16:30,5/16/15 2:30,12.42,Offset hole 30m east of site coordinates,
355,U1457,A,17 9.9487 N,067 55.8037 E,3523.11,144.8,130.4,122.76,94.14,14.4,3,16,12,4,0,0,0,5/16/15 8:00,5/17/15 14:45,1.28,APC/HLAPC,
355,U1457,B,17 9.9485 N,067 55.7955 E,3523.52,204.7,159.4,151.19,94.85,45.3,10,23,12,11,0,0,0,5/17/15 14:45,5/19/15 2:40,1.5,APC/HLAPC,
355,U1457,C,17 9.9486 N,067 55.8121 E,3522.71,1108.6,917,436.96,47.65,191.6,1,97,0,0,0,97,0,5/19/15 2:40,,,RCB,
356,U1458,A,28 39.8475 S,113 34.6676 E,156.77,10,10,3.72,37.2,,0,4,2,1,1,0,0,8/4/15 6:08,8/5/15 6:25,1.01,,
356,U1459,A,28 40.2606 S,113 33.5376 E,192.27,70.3,70.3,30.59,43.51,,0,14,0,9,5,0,0,8/5/15 7:40,8/6/15 13:35,1.25,,
356,U1459,B,28 40.2519 S,113 33.5375 E,192.32,233,219.5,171.89,78.31,13.5,1,49,0,42,7,0,0,8/6/15 13:35,8/8/15 8:40,1.8,,
356,U1459,C,28 40.2398 S,113 33.5365 E,192.35,400,194.2,22.6,11.64,205.8,1,41,0,0,0,41,0,8/8/15 8:40,8/12/15 4:54,3.84,,
356,U1460,A,27 22.4949 S,112 55.4296 E,214.5,300.1,300.1,291.39,97.1,,0,65,0,65,0,0,0,8/12/15 12:50,8/13/15 22:05,1.39,,
356,U1460,B,27 22.4867 S,112 55.4265 E,214.36,306.6,306.6,300.81,98.11,,0,68,0,68,0,0,0,8/13/15 22:05,8/15/15 11:45,1.57,,
356,U1461,A,20 12.8634 S,115 03.9495 E,127.18,284.7,284.7,287.59,101.02,,0,42,22,19,1,0,0,8/17/15 6:07,8/18/15 6:30,1.02,,
356,U1461,B,20 12.8522 S,115 03.9396 E,127.97,879.2,879.2,743.24,84.54,,0,129,24,33,72,0,0,8/18/15 6:30,8/23/15 8:40,5.09,,
356,U1461,C,20 12.8427 S,115 03.9369 E,127.52,443.9,440.9,448.53,101.73,3,1,72,23,49,0,0,0,8/23/15 8:40,8/24/15 21:10,1.52,,
356,U1461,D,20 12.8325 S,115 03.9389 E,127.48,1095.3,559.4,325.51,58.19,535.9,3,58,0,0,0,58,0,8/24/15 21:10,8/29/15 12:48,4.65,,
356,U1462,A,19 49.2857 S,115 42.5984 E,87.15,855,855,320.54,37.49,,0,100,0,1,99,0,0,8/29/15 18:45,9/4/15 5:10,5.43,,
356,U1462,B,19 49.2801 S,115 42.6091 E,87.19,52.3,52.3,1.99,3.8,,0,9,0,0,9,0,0,9/4/15 5:10,9/4/15 14:55,0.41,,
356,U1462,C,19 49.2764 S,115 42.6186 E,87.19,950,917,398.29,43.43,33,1,177,0,0,0,177,0,9/4/15 14:55,9/12/15 16:00,8.05,,
356,U1463,A,18 57.9181 S,117 37.4217 E,145.81,19.4,19.4,8.59,44.28,,0,2,0,0,2,0,0,9/12/15 7:35,9/12/15 12:30,0.2,,
356,U1463,B,18 57.9190 S,117 37.4340 E,145.41,530,530,399,75.28,,0,60,30,3,27,0,0,9/12/15 12:30,9/15/15 14:30,3.08,,
356,U1463,C,18 57.9295 S,117 37.4336 E,144.81,392.2,392.2,397.34,101.31,,0,61,31,30,0,0,0,9/15/15 14:30,9/17/15 8:40,1.76,,
356,U1463,D,18 57.9285 S,117 37.4216 E,144.5,352.8,352.8,346.61,98.25,,0,47,32,15,0,0,0,9/17/15 8:40,9/18/15 12:24,1.16,,
356,U1464,A,18 03.9125 S,118 37.8824 E,259.96,19.4,19.4,,0,,0,2,0,0,2,0,0,9/18/15 19:48,9/19/15 0:45,0.21,,
356,U1464,B,18 03.9115 S,118 37.8935 E,264.26,316.9,316.9,292.27,92.23,,0,35,34,1,0,0,0,9/19/15 0:45,9/19/15 22:15,0.9,,
356,U1464,C,18 03.9244 S,118 37.8942 E,264.24,840,532,94.03,17.67,308,1,55,0,0,0,55,0,9/19/15 22:15,9/24/15 0:30,4.09,,
356,U1464,D,18 03.9230 S,118 37.8836 E,264.43,529.6,529.6,300.74,56.79,,0,58,32,0,26,0,0,9/24/15 0:30,9/26/15 13:00,2.52,,
359,U1465,A,04 55.9873 N,73 0.6786 E,515.01,76.6,76.6,53.37,69.67,,0,11,9,1,1,0,0,10/18/15 23:18,10/19/15 21:15,0.91,2 water cores,
359,U1465,B,4 55.9862 N,73 0.6897 E,512.64,221.3,155.4,9.41,6.06,65.9,1,22,0,0,0,22,0,10/26/15 12:20,10/27/15 8:50,0.85,offset ship 20m east of Hole U1465A,
359,U1465,C,4 55.9865 N,73 0.7002 E,510.12,233.2,178.2,24.6,13.8,55,1,25,0,7,18,0,0,10/27/15 8:50,10/28/15 18:18,1.39,offset ship 20m east of Hole U1465B,
359,U1466,A,4 55.9888 N,73 1.6785 E,518.09,326.2,326.2,243.79,74.74,,0,50,20,20,10,0,0,10/19/15 21:15,10/22/15 5:00,2.32,,
359,U1466,B,4 55.9883 N,73 1.6893 E,517.14,809.7,495.7,88.54,17.86,314,1,56,0,0,0,56,0,10/22/15 5:00,10/26/15 12:20,4.31,,
359,U1467,A,4 51.0139 N,73 17.0200 E,487.49,32,32,31.49,98.41,,0,4,4,0,0,0,0,10/28/15 15:18,10/29/15 4:00,0.53,,
359,U1467,B,04 51.0255 N,73 17.0204 E,487.49,617.2,617.2,560.39,90.8,,0,77,40,21,16,0,0,10/29/15 4:00,11/1/15 6:05,3.09,Offset 20m North of Hole A,
359,U1467,C,04 51.0362 N,73 17.0197 E,487.28,714,332.1,266.15,80.14,381.9,2,35,21,0,14,0,0,11/1/15 6:05,11/3/15 19:10,2.55,Offset 20m North of Hole B,
359,U1467,D,04 51.0475 N,73 17.0201 E,487.23,201,199.5,203.29,101.9,1.5,1,21,21,0,0,0,0,11/3/15 19:10,11/4/15 8:25,0.55,Offset 20m North of Hole C,
359,U1467,E,04 51.0137 N,73 17.0312 E,487.42,714,,,0,714,1,0,0,0,0,0,0,11/4/15 8:25,11/6/15 19:24,2.46,Offset 20m East of Hole A,
359,U1468,A,04 55.9832 N,73 4.2780 E,521.5,874.7,873.7,458.7,52.5,1,1,110,14,31,65,0,0,11/6/15 21:06,11/10/15 19:00,3.91,,
359,U1468,B,04 55.9823 N,73 4.2888 E,521.45,874.7,,,0,874.7,1,0,0,0,0,0,0,11/10/15 19:00,11/13/15 6:25,2.48,,
359,U1469,A,04 54.4143 N,73 0.4910 E,426.93,161.1,161.1,4.14,2.57,,0,17,0,0,0,17,0,11/13/15 6:25,11/14/15 3:10,0.86,,
359,U1469,B,04 54.4166 N,73 0.4694 E,426.91,151.4,29.4,0.72,2.45,122,1,3,0,0,0,3,0,11/14/15 3:10,11/14/15 15:48,0.53,,
359,U1470,A,04 45.9828 N,72 59.0324 E,399.7,190,190,139.78,73.57,,0,24,17,2,5,0,0,11/14/15 22:30,11/15/15 15:55,0.73,,
359,U1470,B,04 45.9818 N,72 59.0210 E,399.72,343.7,174.8,7.35,4.2,168.9,1,18,0,0,0,18,0,11/15/15 15:55,11/17/15 14:48,1.95,,
359,U1471,A,04 45.9825 N,073 08.1358 E,419.4,685.1,685.1,366.08,53.43,,0,82,32,9,41,0,0,11/17/15 10:48,11/20/15 5:28,2.78,,
359,U1471,B,04 45.9825 N,073 08.1263 E,420.29,6.7,6.7,6.62,98.81,,0,1,1,0,0,0,0,11/20/15 5:28,11/20/15 23:45,0.76,,
359,U1471,C,04 45.9831 N,073 08.1147 E,419.19,178.8,178.8,170.19,95.18,,0,19,19,0,0,0,0,11/20/15 23:45,11/21/15 15:00,0.64,,
359,U1471,D,04 45.9828 N,73 08.1035 E,419.19,58,57,56.76,99.58,1,1,6,6,0,0,0,0,11/21/15 15:00,11/22/15 0:45,0.41,,
359,U1471,E,04 45.9829 N,73 08.0929 E,419.19,1003.7,407.4,171.54,42.11,596.3,1,43,0,0,0,43,0,11/22/15 0:45,11/26/15 16:20,4.65,,
359,U1472,A,04 46.2653 N,73 04.0111 E,379.34,251.9,251.9,233.75,92.79,,0,34,23,11,0,0,0,11/26/15 16:20,11/27/15 21:12,1.2,,
360,U1473,A,32 42.3622 S,57 16.6880 E,710.23,789.7,742.7,469.15,63.17,47,2,88,0,0,0,86,3,12/16/15 13:00,1/27/16 4:30,41.65,First RCB Bit,
361,U1474,A,31 12.9995 S,31 32.7080 E,3033.82,254.1,254.1,264.83,104.22,,0,29,27,2,0,0,0,2/9/16 23:30,2/12/16 8:40,2.38,,
361,U1474,B,31 12.9882 S,31 32.7083 E,3034.36,147.3,147.3,142.09,96.46,,0,16,16,0,0,0,0,2/12/16 8:40,2/13/16 6:35,0.91,,
