leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth (m),sample depth (m),percent total carbon,percent organic carbon,percent calcium carbonate (CaCO3),method code,data source code
3,13,,1,5,51.0,51.0,0.0,6.51,6.4,0.4,49.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,1,6,49.0,49.0,0.0,7.99,10.0,0.5,78.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,2,1,0.0,0.0,21.0,21.0,7.0,0.3,55.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,2,2,39.0,39.0,21.0,22.89,3.0,0.3,22.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,2,3,80.0,80.0,21.0,24.8,5.6,0.2,45.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,2,4,52.0,52.0,21.0,26.02,0.5,0.2,2.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,2,6,89.0,89.0,21.0,29.39,0.4,0.4,0.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,3,1,73.0,73.0,136.0,136.73,0.3,0.2,1.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,3,2,43.0,43.0,136.0,137.93,0.5,0.2,2.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,3,3,51.0,51.0,136.0,139.51,0.4,0.3,1.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,3,5,46.0,46.0,136.0,142.46,0.4,0.3,0.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,3,6,64.0,64.0,136.0,144.14,0.4,0.3,0.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,1,2,47.0,47.0,0.0,1.97,7.8,0.2,63.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,1,3,45.0,45.0,0.0,3.45,6.4,0.3,51.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,1,4,47.0,47.0,0.0,4.97,6.7,0.3,53.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,1,5,51.0,51.0,0.0,6.51,6.4,0.4,49.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,1,6,49.0,49.0,0.0,7.99,10.0,0.5,78.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,2,1,0.0,0.0,21.0,21.0,7.0,0.3,55.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,2,2,39.0,39.0,21.0,22.89,3.0,0.3,22.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,2,3,80.0,80.0,21.0,24.8,5.6,0.2,45.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,2,4,52.0,52.0,21.0,26.02,0.5,0.2,2.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,2,6,89.0,89.0,21.0,29.39,0.4,0.4,0.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,3,1,73.0,73.0,136.0,136.73,0.3,0.2,1.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,3,2,43.0,43.0,136.0,137.93,0.5,0.2,2.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,3,3,51.0,51.0,136.0,139.51,0.4,0.3,1.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,3,5,46.0,46.0,136.0,142.46,0.4,0.3,0.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,13,,3,6,64.0,64.0,136.0,144.14,0.4,0.3,0.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,1,1,0.0,0.0,0.0,0.0,6.6,0.2,53.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,1,2,42.0,42.0,0.0,1.92,8.6,0.1,71.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,1,3,45.0,45.0,0.0,3.45,7.9,0.1,64.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,1,4,49.0,49.0,0.0,4.99,3.7,0.1,29.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,1,5,48.0,48.0,0.0,6.48,7.7,0.1,63.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,1,6,39.0,39.0,0.0,7.89,7.8,0.1,64.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,2,1,55.0,55.0,12.0,12.55,9.1,0.1,74.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,2,2,50.0,50.0,12.0,14.0,9.1,0.1,75.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,2,3,47.0,47.0,12.0,15.47,9.0,0.1,74.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,2,4,52.0,52.0,12.0,17.02,9.9,0.1,81.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,2,5,50.0,50.0,12.0,18.5,8.9,0.1,73.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,3,2,48.0,48.0,33.0,34.98,9.3,0.0,77.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,3,3,52.0,52.0,33.0,36.52,9.2,0.1,76.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,3,4,47.0,47.0,33.0,37.97,9.7,0.2,79.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,3,5,48.0,48.0,33.0,39.48,9.0,0.1,74.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,3,6,49.0,49.0,33.0,40.99,9.4,0.1,77.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,5,1,59.0,59.0,61.0,61.59,9.2,0.3,74.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,5,2,48.0,48.0,61.0,62.98,9.9,0.0,82.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,5,4,48.0,48.0,61.0,65.98,9.7,0.0,80.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,5,5,47.0,47.0,61.0,67.47,9.3,0.0,77.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,14,,5,6,47.0,47.0,61.0,68.97,9.1,0.1,75.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,1,1,46.0,46.0,0.0,0.46,9.8,0.1,80.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,1,2,47.0,47.0,0.0,1.97,9.2,0.1,75.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,1,5,48.0,48.0,0.0,6.48,9.4,0.1,77.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,2,1,51.0,51.0,18.0,18.51,4.8,0.2,38.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,2,2,48.0,48.0,18.0,19.98,9.6,0.0,79.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,2,3,51.0,51.0,18.0,21.51,9.8,0.0,81.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,2,4,51.0,51.0,18.0,23.01,9.7,0.0,80.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,2,5,51.0,51.0,18.0,24.51,10.6,0.0,88.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,2,6,51.0,51.0,18.0,26.01,9.6,0.0,79.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,3,1,51.0,51.0,37.0,37.51,10.3,0.0,85.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,3,3,51.0,51.0,37.0,40.51,11.1,0.0,92.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,3,4,50.0,50.0,37.0,42.0,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,3,5,48.0,48.0,37.0,43.48,11.2,0.0,93.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,3,6,51.0,51.0,37.0,45.01,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,4,1,43.0,43.0,47.0,47.43,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,4,2,54.0,54.0,47.0,49.04,10.9,0.0,90.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,4,3,51.0,51.0,47.0,50.51,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,4,4,51.0,51.0,47.0,52.01,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,4,5,48.0,48.0,47.0,53.48,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,4,6,51.0,51.0,47.0,55.01,10.5,0.0,87.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,5,1,51.0,51.0,77.0,77.51,9.0,0.0,75.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,5,2,48.0,48.0,77.0,78.98,9.7,0.0,80.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,5,3,51.0,51.0,77.0,80.51,9.1,0.1,75.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,5,4,51.0,51.0,77.0,82.01,10.1,0.0,84.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,5,5,46.0,46.0,77.0,83.46,9.7,0.1,80.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,5,6,51.0,51.0,77.0,85.01,10.1,0.0,84.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,6,1,87.0,87.0,105.0,105.87,,,37.1,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,1,125.0,125.0,105.0,106.25,,,30.5,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,2,43.0,43.0,105.0,106.93,,,35.2,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,2,62.0,62.0,105.0,107.12,8.4,0.1,70.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,6,2,91.0,91.0,105.0,107.41,,,47.4,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,3,41.0,41.0,105.0,108.41,,,31.5,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,3,51.0,51.0,105.0,108.51,4.6,0.1,38.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,6,3,91.0,91.0,105.0,108.91,,,31.9,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,4,41.0,41.0,105.0,109.91,,,49.8,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,4,51.0,51.0,105.0,110.01,3.9,0.1,32.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,6,4,91.0,91.0,105.0,110.41,,,55.4,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,5,41.0,41.0,105.0,111.41,,,80.3,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,5,52.0,52.0,105.0,111.52,9.3,0.0,77.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,6,5,88.0,88.0,105.0,111.88,,,74.6,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,6,41.0,41.0,105.0,112.91,,,81.7,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,6,6,51.0,51.0,105.0,113.01,9.6,0.0,80.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,6,6,92.0,92.0,105.0,113.42,,,78.4,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,7,1,51.0,51.0,114.0,114.51,9.6,0.0,80.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,7,2,46.0,46.0,114.0,115.96,9.8,0.0,81.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,7,3,51.0,51.0,114.0,117.51,9.5,0.0,79.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,7,4,51.0,51.0,114.0,119.01,9.7,0.0,80.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,7,5,51.0,51.0,114.0,120.51,9.1,0.0,75.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,7,6,51.0,51.0,114.0,122.01,10.1,0.0,84.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,8,2,41.0,41.0,123.0,124.91,,,87.3,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,8,2,46.0,46.0,123.0,124.96,10.1,0.0,84.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,8,2,93.0,93.0,123.0,125.43,,,90.1,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,8,3,41.0,41.0,123.0,126.41,,,84.5,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,8,3,51.0,51.0,123.0,126.51,10.1,0.0,84.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,8,3,89.0,89.0,123.0,126.89,,,85.9,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,8,4,41.0,41.0,123.0,127.91,,,86.4,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,8,4,51.0,51.0,123.0,128.01,9.8,0.0,81.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,8,4,99.0,99.0,123.0,128.49,,,91.1,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,8,5,41.0,41.0,123.0,129.41,,,87.8,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,8,5,43.0,43.0,123.0,129.43,10.5,0.0,87.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,8,5,94.0,94.0,123.0,129.94,,,88.3,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,8,6,41.0,41.0,123.0,130.91,,,87.3,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,8,6,51.0,51.0,123.0,131.01,9.8,0.0,81.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,8,6,92.0,92.0,123.0,131.42,,,84.0,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,1,87.0,87.0,132.0,132.87,,,82.6,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,2,47.0,47.0,132.0,133.97,,,85.9,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,2,48.0,48.0,132.0,133.98,10.1,0.0,84.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,9,2,89.0,89.0,132.0,134.39,,,86.4,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,3,41.0,41.0,132.0,135.41,,,83.1,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,3,51.0,51.0,132.0,135.51,10.5,0.0,87.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,9,3,95.0,95.0,132.0,135.95,,,82.6,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,4,41.0,41.0,132.0,136.91,,,83.6,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,4,51.0,51.0,132.0,137.01,9.0,0.0,75.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,9,4,86.0,86.0,132.0,137.36,,,75.6,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,5,41.0,41.0,132.0,138.41,,,76.5,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,5,53.0,53.0,132.0,138.53,9.8,0.0,81.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,9,5,95.0,95.0,132.0,138.95,,,89.7,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,6,41.0,41.0,132.0,139.91,,,89.2,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,15,,9,6,51.0,51.0,132.0,140.01,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,15,,9,6,91.0,91.0,132.0,140.41,,,86.4,CARBONATE BOMB (CaCO3 only),DR. BERND R. SIMONEIT
3,16,,1,1,51.0,51.0,0.0,0.51,10.5,0.1,87.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,1,2,57.0,57.0,0.0,2.07,10.0,0.0,83.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,1,4,2.0,2.0,0.0,4.52,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,2,5,150.0,150.0,18.6,26.1,10.5,0.0,87.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,2,6,46.0,46.0,18.6,26.56,10.6,0.0,88.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,3,1,150.0,150.0,36.6,38.1,11.3,0.0,94.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,3,2,150.0,150.0,36.6,39.6,11.6,0.0,96.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,3,3,150.0,150.0,36.6,41.1,10.9,0.0,90.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,3,4,150.0,150.0,36.6,42.6,11.2,0.0,93.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,3,5,150.0,150.0,36.6,44.1,11.5,0.0,95.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,3,6,150.0,150.0,36.6,45.6,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,4,1,51.0,51.0,54.9,55.41,10.8,0.0,90.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,4,2,6.0,6.0,54.9,56.46,11.2,0.0,93.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,4,3,6.0,6.0,54.9,57.96,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,4,4,6.0,6.0,54.9,59.46,11.4,0.0,95.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,4,5,6.0,6.0,54.9,60.96,11.4,0.0,95.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,4,6,150.0,150.0,54.9,63.9,11.2,0.0,93.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,5,1,150.0,150.0,85.7,87.2,10.9,0.0,90.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,5,2,150.0,150.0,85.7,88.7,11.2,0.0,93.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,5,3,150.0,150.0,85.7,90.2,9.4,0.2,76.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,5,4,150.0,150.0,85.7,91.7,11.2,0.0,93.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,5,5,150.0,150.0,85.7,93.2,10.0,0.0,90.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,5,6,150.0,150.0,85.7,94.7,11.0,0.2,90.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,6,1,150.0,150.0,104.0,105.5,11.1,0.0,92.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,6,2,150.0,150.0,104.0,107.0,11.1,0.2,90.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,6,3,150.0,150.0,104.0,108.5,11.1,0.1,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,6,4,150.0,150.0,104.0,110.0,10.5,0.0,87.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,6,5,150.0,150.0,104.0,111.5,11.1,0.1,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,6,6,150.0,150.0,104.0,113.0,11.0,0.2,90.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,7,1,150.0,150.0,113.2,114.7,10.8,0.0,89.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,7,2,150.0,150.0,113.2,116.2,10.6,0.1,87.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,7,3,150.0,150.0,113.2,117.7,11.0,0.0,91.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,7,4,150.0,150.0,113.2,119.2,11.3,0.1,92.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,7,5,150.0,150.0,113.2,120.7,11.2,0.2,91.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,7,6,150.0,150.0,113.2,122.2,10.8,0.0,89.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,8,1,150.0,150.0,125.4,126.9,10.8,0.1,89.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,8,2,150.0,150.0,125.4,128.4,10.6,0.1,87.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,8,3,150.0,150.0,125.4,129.9,10.9,0.0,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,8,4,150.0,150.0,125.4,131.4,10.9,0.0,90.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,8,5,150.0,150.0,125.4,132.9,10.7,0.1,88.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,8,6,150.0,150.0,125.4,134.4,11.6,0.1,95.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,9,1,150.0,150.0,134.5,136.0,10.7,0.1,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,9,2,150.0,150.0,134.5,137.5,10.5,0.0,87.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,9,3,150.0,150.0,134.5,139.0,11.4,0.2,93.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,9,4,150.0,150.0,134.5,140.5,10.8,0.2,88.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,9,6,150.0,150.0,134.5,143.5,10.8,0.2,87.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,10,1,150.0,150.0,143.7,145.2,11.4,0.1,94.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,10,2,150.0,150.0,143.7,146.7,10.3,0.2,84.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,10,3,150.0,150.0,143.7,148.2,11.6,0.1,95.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,10,4,150.0,150.0,143.7,149.7,10.3,0.0,85.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,10,5,150.0,150.0,143.7,151.2,11.2,0.2,91.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,10,6,150.0,150.0,143.7,152.7,10.7,0.1,88.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,11,1,150.0,150.0,152.8,154.3,11.4,0.1,94.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,11,2,150.0,150.0,152.8,155.8,10.6,0.2,86.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,11,3,150.0,150.0,152.8,157.3,11.5,0.2,93.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,11,4,150.0,150.0,152.8,158.8,10.6,0.1,87.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,11,5,150.0,150.0,152.8,160.3,10.9,0.0,90.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,16,,11,6,150.0,150.0,152.8,161.8,10.8,0.2,88.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
3,17,,1,1,26.0,26.0,0.0,0.26,10.3,0.2,83.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
