Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
138,850.0,B,Post Moratorium          ,364.91,10.757,By site only; depth=mcd; Leg 138 SR p 78
138,850.0,B,Post Moratorium          ,368.11,10.843,By site only; depth=mcd; Leg 138 SR p 78
138,850.0,B,Post Moratorium          ,382.71,11.154,By site only; depth=mcd; Leg 138 SR p 78
138,850.0,B,Post Moratorium          ,393.51,11.413,By site only; depth=mcd; Leg 138 SR p 78
138,850.0,B,Post Moratorium          ,393.91,11.547,By site only; depth=mcd; Leg 138 SR p 78
138,850.0,B,Post Moratorium          ,407.31,11.95,By site only; depth=mcd; Leg 138 SR p 78
138,851.0,B,Initial Reports          ,0.0,0.0,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,15.09,0.73,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,18.95,0.91,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,20.48,0.98,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,33.7,1.66,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,35.91,1.88,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,48.65,2.47,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,57.85,2.92,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,59.06,2.99,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,60.83,3.08,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,63.0,3.18,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,68.1,3.4,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,77.35,3.88,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,79.95,3.97,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,97.4,4.66,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,116.47,4.98,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,168.0,6.1,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,199.7,6.75,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,226.39,7.5,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,315.0,9.94,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Initial Reports          ,363.19,10.9,By site only; depth=mcd; Leg 138 IR vol 2; p 931
138,851.0,B,Post Moratorium          ,0.0,0.0,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,0.82,0.39,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,1.44,0.65,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,1.84,0.88,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,2.48,0.127,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,2.78,0.148,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,2.98,0.171,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,3.16,0.184,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,3.84,0.22,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,4.0,0.24,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,4.26,0.247,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,4.66,0.278,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,4.88,0.308,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,5.22,0.326,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,5.72,0.349,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,6.52,0.388,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,6.7,0.405,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,6.9,0.422,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,7.5,0.446,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,8.26,0.479,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,9.66,0.479,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,10.28,0.51,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,10.54,0.523,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,10.82,0.544,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,11.3,0.579,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,11.62,0.614,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,11.8,0.628,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,12.0,0.636,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,12.66,0.659,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,13.18,0.681,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,14.24,0.717,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,14.54,0.737,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,15.3,0.783,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,15.7,0.805,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,15.9,0.824,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,16.6,0.863,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,16.92,0.884,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,17.6,0.908,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,17.9,0.925,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,18.8,0.978,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,19.12,0.999,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,19.8,1.05,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,20.3,1.072,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,20.98,1.092,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,21.54,1.114,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,21.88,1.136,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,22.4,1.166,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,23.1,1.205,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,23.32,1.215,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,23.56,1.243,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,24.14,1.263,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,24.6,1.283,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,25.18,1.317,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,25.6,1.337,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,26.32,1.379,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,26.94,1.4,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,27.46,1.431,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,27.96,1.463,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,28.78,1.493,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,29.82,1.567,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,30.22,1.595,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,30.42,1.606,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,30.96,1.645,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,31.32,1.664,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,31.64,1.697,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,31.8,1.718,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,32.84,1.75,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,33.7,1.811,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,34.0,1.832,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,34.34,1.854,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,34.7,1.875,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,35.0,1.904,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,35.48,1.916,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,35.8,1.947,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,36.14,1.958,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,36.8,2.003,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,37.28,2.023,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,37.84,2.041,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,38.06,2.052,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,38.74,2.097,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,39.0,2.118,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,39.12,2.129,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,39.54,2.14,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,40.24,2.19,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,40.58,2.211,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,40.94,2.233,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,42.04,2.278,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,42.22,2.293,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,42.36,2.305,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,42.48,2.316,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,42.68,2.325,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,42.96,2.336,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,44.74,2.377,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,45.12,2.39,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,45.58,2.411,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,46.0,2.438,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,46.42,2.465,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,46.6,2.477,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,46.92,2.49,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,47.56,2.534,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,47.8,2.547,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,48.02,2.569,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,48.52,2.592,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,49.0,2.614,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,49.26,2.637,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,49.6,2.65,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,49.84,2.661,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,50.04,2.684,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,50.36,2.707,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,50.62,2.718,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,51.0,2.729,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,51.82,2.754,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,52.24,2.766,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,52.44,2.776,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,52.72,2.798,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,53.36,2.835,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,53.8,2.853,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,54.68,2.904,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,55.24,2.926,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,55.68,2.937,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,55.84,2.949,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,56.14,2.969,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,56.5,2.994,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,56.98,3.019,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,57.44,3.03,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,57.58,3.041,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,57.94,3.063,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,58.42,3.085,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,58.48,3.095,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,58.64,3.111,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,59.08,3.135,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,59.58,3.156,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,59.9,3.177,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,60.28,3.198,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,60.8,3.231,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,61.2,3.252,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,61.66,3.271,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,61.86,3.288,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,62.38,3.308,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,62.62,3.318,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,62.9,3.328,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,63.12,3.348,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,63.32,3.359,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,63.5,3.37,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,63.8,3.391,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,64.2,3.401,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,64.56,3.422,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,65.16,3.443,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,65.36,3.464,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,65.76,3.475,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,66.08,3.496,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,66.48,3.516,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,66.78,3.537,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,67.32,3.567,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,67.94,3.604,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,68.56,3.623,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,69.08,3.654,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,69.72,3.689,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,70.26,3.72,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,70.84,3.764,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,71.02,3.781,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,71.3,3.792,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,71.5,3.813,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,71.64,3.824,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,71.9,3.835,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,72.08,3.845,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,72.26,3.867,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,72.58,3.884,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,72.74,3.896,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,73.04,3.918,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,73.38,3.939,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,73.7,3.96,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,74.38,4.004,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,74.72,4.034,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,75.8,4.11,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,77.08,4.154,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,77.5,4.204,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,77.96,4.225,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,78.44,4.246,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,79.08,4.272,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,79.92,4.319,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,80.56,4.339,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,81.36,4.361,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,82.28,4.412,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,83.04,4.451,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,84.08,4.491,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,84.64,4.513,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,84.96,4.537,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,85.62,4.562,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,85.84,4.583,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,86.42,4.595,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,87.72,4.641,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,88.74,4.665,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,89.63,4.698,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,90.18,4.722,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,90.68,4.744,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,91.64,4.77,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,92.49,4.812,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,93.12,4.835,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,93.93,4.866,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,94.59,4.878,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,95.41,4.919,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,96.0,4.94,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,96.84,4.962,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,98.08,4.997,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,99.38,5.043,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,100.94,5.087,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,101.86,5.115,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,102.81,5.159,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,103.21,5.17,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,103.56,5.19,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,104.13,5.224,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,107.41,5.32,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,107.93,5.342,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,109.09,5.392,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,110.67,5.414,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,111.29,5.435,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,111.81,5.457,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,112.98,5.479,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,114.37,5.507,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,115.07,5.528,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,116.16,5.549,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,118.36,5.587,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,119.03,5.603,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,119.88,5.624,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,120.45,5.643,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,121.38,5.661,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,122.42,5.68,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,122.88,5.7,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,123.73,5.721,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,124.64,5.752,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,125.99,5.772,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,127.88,5.794,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,129.07,5.815,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,130.91,5.836,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,131.85,5.864,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,132.47,5.887,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,133.27,5.909,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,133.8,5.929,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,134.38,5.951,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,134.87,5.966,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,135.28,5.981,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,135.78,6.003,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,136.89,6.043,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,137.69,6.06,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,139.84,6.121,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,146.86,6.215,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,149.76,6.267,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,150.67,6.289,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,151.28,6.309,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,153.76,6.383,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,154.41,6.404,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,155.18,6.423,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,157.49,6.461,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,158.94,6.501,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,160.55,6.518,By site only; depth=mcd; Leg 138 SR p 79
